number,locationid,BEATid,ZONEid,dateid,crimeid_x,count_crime_type
122942753,2178,26,4,74,2,1
122942814,3051,18,3,74,3,1
122940085,185,45,4,74,1,1
122940096,3052,26,4,74,2,1
122940119,3053,8,6,74,7,1
122940144,3054,8,6,74,7,1
122940212,2535,6,3,74,7,1
122940341,481,39,5,74,4,1
122940500,2686,39,5,74,3,1
122940590,3055,27,4,74,2,1
122940710,2832,64,3,74,2,1
122940793,3056,54,3,74,2,1
122940887,3057,19,1,74,7,1
122941107,1,1,1,74,2,1
122941113,896,61,3,74,3,1
122941206,1317,47,5,74,7,1
122941247,3058,10,2,74,3,1
122941290,97,42,2,74,2,1
122941347,3059,58,2,74,7,1
122941351,3060,28,5,74,8,1
122941398,3061,60,6,74,3,1
122941416,3062,38,5,74,3,1
122941465,147,12,3,74,3,1
122941504,2,2,2,74,2,1
122941847,47,33,2,74,2,1
122941966,3063,30,4,74,3,1
122942063,3064,44,2,74,2,1
122942259,147,12,3,74,3,1
122942272,3065,63,5,74,3,1
122942305,3066,27,4,74,2,1
122942326,2905,27,4,74,2,1
122942373,407,14,4,74,1,1
122942438,3067,63,5,74,4,1
122942534,3068,35,1,74,5,1
122942546,2171,6,3,74,3,1
122942547,3069,14,4,74,4,1
122942644,3070,68,6,74,2,1
122930134,3071,63,5,75,4,1
122930382,3072,66,1,75,6,1
122930577,3073,42,2,75,1,1
122930613,3074,52,5,75,1,1
122930664,3075,64,3,75,2,1
122930839,3076,62,2,75,3,1
122930885,3077,27,4,75,3,1
122931016,2775,32,3,75,2,1
122931018,3078,51,3,75,3,1
122931197,14,12,3,75,1,1
122931212,147,12,3,75,3,1
122931227,3079,14,4,75,1,1
122931270,47,33,2,75,1,1
122931372,41,29,6,75,3,1
122931392,1714,65,2,75,3,1
122931565,573,49,2,75,7,1
122931604,3080,14,4,75,2,1
122931675,3081,27,4,75,3,1
122931682,41,29,6,75,3,1
122931773,3082,64,3,75,7,1
122931832,3083,37,5,75,2,1
122931861,3084,29,6,75,7,1
122931867,3085,53,5,75,7,1
122931941,1529,41,6,75,2,1
122922756,3086,9,4,75,1,1
122932107,2456,12,3,75,3,1
122932112,690,9,4,75,1,1
122932113,3087,53,5,75,1,1
122932364,1,1,1,75,3,1
122932428,3088,24,3,75,1,1
122932589,156,52,5,75,1,1
122932623,41,29,6,75,3,1
122932772,3089,42,2,75,1,1
122932907,3090,11,3,75,4,1
122932933,183,48,4,75,2,1
122933000,3091,9,4,75,4,1
122922768,681,26,4,76,2,1
122922816,3092,4,1,76,7,1
122922875,278,11,3,76,2,1
122921407,3093,18,3,76,7,1
122921425,41,29,6,76,3,1
122921460,3094,49,2,76,3,1
122921480,3095,12,3,76,2,1
122921513,3096,62,2,76,5,1
122921514,276,27,4,76,3,1
122921524,3097,38,5,76,7,1
122921538,3098,30,4,76,3,1
122921566,89,43,4,76,7,1
122921672,2765,47,5,76,7,1
122921697,3099,6,3,76,3,1
122921740,3100,9,4,76,3,1
122921865,139,25,4,76,3,1
122921908,3101,3,3,76,3,1
122921937,1582,6,3,76,3,1
122922003,3102,28,5,76,4,1
122922017,3103,18,3,76,7,1
122922031,2952,35,1,76,7,1
122922035,1802,40,4,76,2,1
122922134,1812,40,4,76,3,1
122922184,3104,45,4,76,7,1
122922266,3105,2,2,76,7,1
122922290,2794,10,2,76,3,1
122922339,1608,2,2,76,11,1
122922391,717,48,4,76,3,1
122922404,3106,49,2,76,11,1
122922489,3107,37,5,76,5,1
122922561,1105,15,5,76,2,1
122922602,1958,6,3,76,2,1
122922626,1708,59,1,76,5,1
122922671,1076,26,4,76,3,1
122920062,3108,2,2,76,10,1
122920128,3109,63,5,76,7,1
122920181,3110,63,5,76,5,1
122920219,3111,40,4,76,3,1
122920226,329,30,4,76,1,1
122920243,3112,52,5,76,7,1
122920441,3113,14,4,76,4,1
122920792,3114,61,3,76,3,1
122921124,141,48,4,76,7,1
122921139,3115,60,6,76,2,1
122921188,3116,23,5,76,2,1
122921294,3117,7,5,76,7,1
122921333,3118,39,5,76,7,1
122921334,3119,39,5,76,4,1
122912716,1871,63,5,76,3,1
122912789,1969,39,5,76,3,1
122791440,3120,39,5,76,3,1
122912817,1229,3,3,77,4,1
122912819,1382,61,3,77,1,1
122912728,237,59,1,77,7,1
122912731,2635,27,4,77,2,1
122912741,224,58,2,77,10,1
122912749,3122,36,2,77,3,1
122902560,1156,39,5,77,5,1
122902623,2498,6,3,77,2,1
122910100,3123,32,3,77,2,1
122910260,117,51,3,77,2,1
122910455,770,36,2,77,8,1
122910491,224,58,2,77,3,1
122910543,3124,64,3,77,2,1
122910544,3125,32,3,77,2,1
122910576,39,25,4,77,3,1
122910602,1568,53,5,77,4,1
122910768,3126,27,4,77,8,1
122910769,2675,37,5,77,5,1
122910780,3127,44,2,77,7,1
122910795,3128,59,1,77,1,1
122910847,139,25,4,77,3,1
122910944,3129,10,2,77,7,1
122911018,2896,47,5,77,7,1
122911079,1382,61,3,77,4,1
122911126,1652,12,3,77,3,1
122911148,1528,63,5,77,3,1
122911294,1708,59,1,77,2,1
122911304,3130,27,4,77,3,1
122911306,738,23,5,77,7,1
122911317,3131,61,3,77,2,1
122911392,3132,43,4,77,2,1
122911402,451,55,2,77,3,1
122911437,717,48,4,77,3,1
122911446,3133,52,5,77,1,1
122911478,708,25,4,77,2,1
122911485,3134,28,5,77,7,1
122911491,2233,27,4,77,2,1
122911511,2661,30,4,77,2,1
122911572,139,25,4,77,3,1
122911659,3135,61,3,77,4,1
122911677,3136,50,3,77,4,1
122911939,1344,27,4,77,3,1
122911955,139,25,4,77,3,1
122912088,1000,15,5,77,3,1
122912166,3137,4,1,77,3,1
122912244,2775,61,3,77,5,1
122912328,3138,3,3,77,4,1
122912406,1484,27,4,77,2,1
122912465,41,29,6,77,3,1
122912470,1445,32,3,77,3,1
122912529,3139,16,2,77,1,1
122912538,3140,11,3,77,5,1
122912651,3141,42,2,77,7,1
122912675,484,60,6,77,1,1
122912688,146,6,3,77,3,1
122912711,1325,21,6,77,7,1
122902190,3142,6,3,78,2,1
122902191,2591,7,5,78,7,1
122902254,3143,29,6,78,1,1
122902274,3144,29,6,78,2,1
122902288,2035,10,2,78,3,1
122902294,1714,65,2,78,3,1
122902313,3145,30,4,78,2,1
122902372,224,58,2,78,2,1
122902511,3146,36,2,78,7,1
122902087,3147,36,2,78,1,1
122891476,3148,40,4,78,2,1
122900256,3149,9,4,78,5,1
122900282,3150,51,3,78,1,1
122900442,3151,9,4,78,2,1
122900461,3152,29,6,78,2,1
122900520,3153,13,6,78,2,1
122900653,3154,16,2,78,1,1
122900702,3155,23,5,78,2,1
122900707,3156,52,5,78,1,1
122900733,452,53,5,78,1,1
122900735,3157,61,3,78,1,1
122900751,3158,50,3,78,2,1
122900791,3159,45,4,78,1,1
122900828,139,25,4,78,3,1
122900875,3111,5,4,78,1,1
122900883,1135,62,2,78,1,1
122900903,3160,3,3,78,3,1
122900933,2398,8,6,78,2,1
122901013,578,8,6,78,7,1
122901055,389,13,6,78,7,1
122901056,3161,23,5,78,7,1
122901105,1156,39,5,78,3,1
122901138,3162,29,6,78,2,1
122901140,3163,35,1,78,7,1
122901144,1492,30,4,78,3,1
122901181,40,1,1,78,3,1
122901243,166,25,4,78,2,1
122901278,3164,36,2,78,7,1
122901292,1568,53,5,78,2,1
122901303,3165,64,3,78,1,1
122901363,3166,27,4,78,6,1
122901379,2645,29,6,78,2,1
122901393,3167,49,2,78,7,1
122901487,3168,47,5,78,7,1
122901613,661,43,4,78,2,1
122901635,3169,49,2,78,5,1
122901665,3170,2,2,78,1,1
122901690,3171,2,2,78,7,1
122901786,3172,29,6,78,2,1
122901875,1061,17,1,78,3,1
122901975,3173,68,6,78,3,1
122902064,3174,32,3,78,2,1
122902076,722,14,4,79,2,1
122891478,3176,16,2,79,7,1
122891481,3177,35,1,79,7,1
122891495,3178,65,2,79,3,1
122891545,3179,49,2,79,7,1
122891586,3180,34,2,79,7,1
122891336,708,40,4,79,2,1
122891424,3181,26,4,79,1,1
122891455,1053,59,1,79,7,1
122890122,3182,13,6,79,4,1
122890125,3183,1,1,79,5,1
122890153,3184,1,1,79,1,1
122890154,3185,42,2,79,5,1
122890444,3186,19,1,79,5,1
122890566,3187,42,2,79,5,1
122890608,3188,29,6,79,2,1
122890636,3189,32,3,79,8,1
122890653,3190,10,2,79,1,1
122890710,3191,6,3,79,1,1
122890725,3192,66,1,79,2,1
122890794,3193,52,5,79,1,1
122890834,451,55,2,79,3,1
122890837,3194,6,3,79,2,1
122890890,1843,10,2,79,1,1
122890939,3195,54,3,79,4,1
122891018,3196,9,4,79,3,1
122891031,3197,11,3,79,7,1
122891065,672,26,4,79,2,1
122891110,1048,48,4,79,2,1
122891150,3198,13,6,79,2,1
122891154,3199,30,4,79,3,1
122891716,638,29,6,79,2,1
122891797,3200,36,2,79,1,1
122891927,3201,48,4,79,3,1
122891979,1121,12,3,79,1,1
122891989,3202,66,1,79,1,1
122892037,995,12,3,79,3,1
122892041,3203,2,2,79,5,1
122892043,900,9,4,79,2,1
122892050,3204,58,2,79,3,1
122892070,3205,6,3,79,8,1
122892237,3206,49,2,79,4,1
122892297,3207,8,6,79,2,1
122892541,1172,37,5,79,3,1
122892554,3208,36,2,79,7,1
122892620,1269,2,2,79,4,1
122892646,3209,7,5,79,1,1
122892709,3210,37,5,79,4,1
122892746,192,32,3,79,2,1
122892773,403,45,4,79,7,1
122880006,3211,10,2,80,1,1
122880077,3212,24,3,80,1,1
122880148,3213,42,2,80,1,1
122880199,3214,64,3,80,2,1
122880331,3215,26,4,80,2,1
122880352,3216,42,2,80,7,1
122880377,3217,26,4,80,2,1
122880407,1336,24,3,80,2,1
122880488,3218,27,4,80,2,1
122880610,3219,38,5,80,1,1
122880620,47,33,2,80,5,1
122880629,1654,9,4,80,2,1
122880643,1053,59,1,80,1,1
122880644,3220,51,3,80,1,1
122880679,3221,36,2,80,1,1
122880705,3222,37,5,80,1,1
122880762,2316,47,5,80,1,1
122880894,3223,64,3,80,1,1
122880983,3224,27,4,80,2,1
122881065,3225,27,4,80,3,1
122881171,2604,12,3,80,2,1
122881289,3226,39,5,80,8,1
122881298,336,7,5,80,4,1
122881300,3227,6,3,80,2,1
122881302,3228,32,3,80,3,1
122881384,3229,22,5,80,7,1
122881391,3230,10,2,80,5,1
122881537,41,29,6,80,3,1
122881600,3231,54,3,80,7,1
122881640,3232,27,4,80,1,1
122881654,3233,1,1,80,1,1
122881667,3234,15,5,80,1,1
122881675,3235,19,1,80,2,1
122881749,3236,11,3,80,1,1
122881786,2441,33,2,80,3,1
122881803,934,28,5,80,5,1
122881869,3237,13,6,80,7,1
122881995,41,29,6,80,3,1
122881997,3238,1,1,80,4,1
122882009,3239,40,4,80,2,1
122882014,3240,7,5,80,3,1
122882027,3241,26,4,80,2,1
122882058,3126,27,4,80,2,1
122882075,3242,45,4,80,2,1
122882094,3243,27,4,80,3,1
122882111,3008,14,4,80,3,1
122882193,3244,22,5,80,1,1
122882294,3245,1,1,80,4,1
122882313,3246,53,5,80,5,1
122871660,3247,8,6,81,4,1
122871716,3248,27,4,81,2,1
122871766,3249,10,2,81,3,1
122871802,41,29,6,81,3,1
122871814,2775,32,3,81,2,1
122871831,81,40,4,81,3,1
122871837,3250,43,4,81,2,1
122871855,3251,2,2,81,7,1
122871893,53,35,1,81,3,1
122871909,3252,15,5,81,3,1
122871953,3253,6,3,81,7,1
122872070,3254,39,5,81,4,1
122872135,1522,3,3,81,1,1
122872246,3255,11,3,81,1,1
122872270,831,22,5,81,1,1
122872297,1053,59,1,81,3,1
122872322,118,27,4,81,3,1
122872334,1385,1,1,81,2,1
122872357,3256,39,5,81,7,1
122872368,3257,37,5,81,2,1
122872404,3258,10,2,81,1,1
122872439,495,47,5,81,2,1
122872458,3259,11,3,81,2,1
122872535,3260,44,2,81,7,1
122872539,3261,6,3,81,2,1
122872551,69,9,4,81,2,1
122872595,1590,14,4,81,1,1
122872620,431,28,5,81,5,1
122872624,3262,28,5,81,2,1
122872853,3263,37,5,81,3,1
122872877,3264,37,5,81,7,1
122870016,3265,43,4,81,2,1
122870023,3266,52,5,81,1,1
122870056,3267,42,2,81,4,1
122870309,3268,6,3,81,5,1
122870369,1344,27,4,81,3,1
122870375,3269,38,5,81,1,1
122870379,1386,5,4,81,2,1
122870511,3270,48,4,81,2,1
122870522,684,3,3,81,3,1
122870576,3271,62,2,81,1,1
122870579,722,37,5,81,1,1
122870582,3272,21,6,81,7,1
122870624,164,14,4,81,2,1
122870722,3273,19,1,81,4,1
122870731,3274,39,5,81,4,1
122870748,1568,53,5,81,4,1
122870825,3275,39,5,81,2,1
122870923,3276,29,6,81,2,1
122870949,3277,54,3,81,3,1
122870978,1386,5,4,81,2,1
122871014,3278,64,3,81,2,1
122871046,3279,58,2,81,8,1
122871101,3280,42,2,81,7,1
122871109,3281,33,2,81,3,1
122871274,370,9,4,81,2,1
122871318,3282,7,5,81,5,1
122871420,3283,42,2,81,1,1
122871440,2259,16,2,81,2,1
122871485,852,5,4,81,3,1
122871488,3284,1,1,81,5,1
122871520,3285,26,4,81,2,1
122871590,1742,52,5,81,2,1
122871610,3286,42,2,81,7,1
122850814,3288,9,4,82,3,1
122860116,3289,19,1,82,7,1
122860120,3290,42,2,82,5,1
122860360,3291,26,4,82,2,1
122860387,3292,27,4,82,2,1
122860467,2427,51,3,82,1,1
122860469,62,39,5,82,2,1
122860523,1262,51,3,82,7,1
122860580,1121,12,3,82,4,1
122860588,3293,38,5,82,2,1
122860589,3294,52,5,82,1,1
122860590,3295,38,5,82,2,1
122860596,109,44,2,82,1,1
122860600,3296,18,3,82,4,1
122860652,3297,7,5,82,5,1
122860877,2134,8,6,82,3,1
122860897,3298,44,2,82,1,1
122860903,3299,30,4,82,3,1
122860951,3300,27,4,82,3,1
122860985,3301,41,6,82,2,1
122861018,3302,41,6,82,2,1
122861035,3303,36,2,82,7,1
122861046,1053,59,1,82,1,1
122861087,3304,69,6,82,2,1
122861133,2775,32,3,82,3,1
122861162,749,13,6,82,3,1
122861186,1,1,1,82,3,1
122861190,3305,64,3,82,3,1
122861217,2062,42,2,82,3,1
122861283,3306,42,2,82,7,1
122861294,3307,41,6,82,2,1
122861359,3308,12,3,82,1,1
122861410,3309,44,2,82,3,1
122861460,852,5,4,82,3,1
122861470,696,40,4,82,3,1
122861479,3310,27,4,82,1,1
122861555,3311,38,5,82,8,1
122861567,2502,5,4,82,3,1
122861586,3312,39,5,82,5,1
122861603,976,8,6,82,7,1
122861653,3313,64,3,82,1,1
122861655,3314,2,2,82,3,1
122861863,1529,41,6,82,3,1
122861916,3315,15,5,82,2,1
122852764,1493,53,5,82,5,1
122861937,1945,9,4,82,2,1
122861981,3316,4,1,82,7,1
122862040,3317,33,2,82,7,1
122862133,3318,26,4,82,2,1
122862208,313,34,2,82,7,1
122862221,976,8,6,82,7,1
122862223,3319,8,6,82,7,1
122862225,448,60,6,82,1,1
122862232,3126,27,4,82,2,1
122862547,3320,51,3,82,3,1
122862644,3321,12,3,82,3,1
122862696,3322,7,5,82,7,1
122862765,3323,2,2,82,1,1
122862839,1879,10,2,82,7,1
122862848,3324,38,5,82,1,1
122862860,1076,26,4,82,3,1
122862901,278,11,3,82,2,1
122862938,3325,19,1,82,3,1
122852791,3326,9,4,83,3,1
122842634,3327,34,2,83,7,1
122842722,3328,63,5,83,7,1
122850824,3329,42,2,83,2,1
122850886,1529,41,6,83,2,1
122850904,3330,9,4,83,2,1
122850942,318,6,3,83,3,1
122850953,3331,58,2,83,3,1
122851020,3332,40,4,83,3,1
122851050,3333,39,5,83,8,1
122851138,3334,28,5,83,7,1
122851149,2397,11,3,83,7,1
122851215,3335,69,6,83,7,1
122851222,3336,37,5,83,7,1
122851223,762,1,1,83,7,1
122851264,1535,10,2,83,7,1
122851286,3337,38,5,83,7,1
122851340,3338,51,3,83,2,1
122851372,3339,2,2,83,7,1
122851382,1145,27,4,83,3,1
122851428,1352,24,3,83,7,1
122851530,1145,27,4,83,1,1
122851562,3340,69,6,83,7,1
122851600,3341,5,4,83,3,1
122851614,3342,54,3,83,7,1
122851625,3343,24,3,83,2,1
122851635,3344,43,4,83,3,1
122851704,3345,6,3,83,3,1
122851879,139,25,4,83,3,1
122851904,3346,54,3,83,5,1
122851918,3347,2,2,83,1,1
122852050,3348,62,2,83,7,1
122852138,3233,1,1,83,2,1
122852159,53,35,1,83,2,1
122852241,3349,51,3,83,1,1
122852256,1681,43,4,83,1,1
122852347,3350,20,5,83,7,1
122852392,3351,47,5,83,5,1
122852408,156,52,5,83,2,1
122852424,2775,32,3,83,2,1
122852447,3352,6,3,83,3,1
122852578,217,42,2,83,7,1
122852607,1871,23,5,83,3,1
122852638,1044,41,6,83,2,1
122852665,3353,6,3,83,3,1
122852734,3354,9,4,83,2,1
122850028,183,48,4,83,3,1
122850133,3355,64,3,83,2,1
122850143,3356,42,2,83,1,1
122850433,621,33,2,83,7,1
122850502,3357,41,6,83,2,1
122850525,3237,13,6,83,1,1
122850539,3358,36,2,83,3,1
122850614,1053,59,1,83,1,1
122850637,659,60,6,83,1,1
122850763,3359,48,4,83,1,1
122850769,3360,2,2,83,1,1
122850775,3361,37,5,83,1,1
122850813,3360,2,2,83,2,1
122842759,3362,3,3,84,5,1
122842786,3363,64,3,84,2,1
122842840,3182,13,6,84,3,1
122842641,3364,51,3,84,2,1
122840161,3365,2,2,84,5,1
122840241,3366,50,3,84,5,1
122840353,2604,12,3,84,7,1
122840507,3367,34,2,84,1,1
122840601,3368,40,4,84,3,1
122840622,3369,27,4,84,8,1
122840707,3370,39,5,84,2,1
122840829,3371,8,6,84,8,1
122840939,3372,33,2,84,5,1
122841015,3373,45,4,84,2,1
122841026,237,59,1,84,2,1
122841151,3374,26,4,84,2,1
122841243,1608,2,2,84,3,1
122841269,1695,60,6,84,3,1
122841351,3375,1,1,84,7,1
122841431,3376,9,4,84,5,1
122841454,1652,12,3,84,3,1
122841491,2092,6,3,84,1,1
122841541,3377,39,5,84,2,1
122841597,3378,49,2,84,7,1
122841615,2256,58,2,84,7,1
122841669,3379,58,2,84,3,1
122841708,3380,52,5,84,7,1
122841823,3381,56,4,84,7,1
122841941,3382,64,3,84,7,1
122841946,3383,11,3,84,7,1
122842054,3384,47,5,84,4,1
122842116,3385,6,3,84,1,1
122842164,255,38,5,84,7,1
122842184,3386,27,4,84,3,1
122842209,3387,24,3,84,2,1
122842276,41,29,6,84,3,1
122842318,3388,6,3,84,2,1
122842353,3389,33,2,84,7,1
122842372,184,25,4,84,3,1
122842436,3390,37,5,84,2,1
122842444,3391,3,3,84,1,1
122842571,3392,40,4,84,4,1
122830039,3393,51,3,85,2,1
122830207,3394,4,1,85,3,1
122830213,3395,24,3,85,2,1
122830222,3396,8,6,85,2,1
122830268,2277,26,4,85,4,1
122830466,3397,26,4,85,4,1
122830532,2427,51,3,85,2,1
122830557,2047,17,1,85,5,1
122830617,1933,47,5,85,1,1
122830636,156,52,5,85,1,1
122830706,3398,50,3,85,2,1
122830777,3399,64,3,85,1,1
122830835,899,8,6,85,3,1
122830868,3400,33,2,85,7,1
122830887,3401,44,2,85,7,1
122830927,2134,8,6,85,11,1
122831176,3402,48,4,85,2,1
122831187,3403,14,4,85,5,1
122831226,3404,28,5,85,3,1
122831229,1652,12,3,85,3,1
122831235,3405,14,4,85,5,1
122831243,1421,3,3,85,3,1
122831266,3406,27,4,85,2,1
122831283,723,10,2,85,1,1
122831309,3407,48,4,85,7,1
122831374,3408,63,5,85,3,1
122831376,3409,37,5,85,4,1
122831379,3410,19,1,85,5,1
122831384,3411,19,1,85,3,1
122831415,3412,52,5,85,7,1
122831422,1556,1,1,85,3,1
122831508,3413,52,5,85,7,1
122831521,3414,49,2,85,7,1
122831596,717,48,4,85,3,1
122831775,1484,27,4,85,7,1
122831817,446,30,4,85,3,1
122831844,3415,9,4,85,1,1
122831901,976,8,6,85,7,1
122831948,3416,69,6,85,7,1
122831963,41,29,6,85,3,1
122832025,3417,34,2,85,1,1
122832244,804,28,5,85,3,1
122832286,3418,45,4,85,5,1
122832429,3419,66,1,85,7,1
122832502,3420,63,5,85,7,1
122832537,3421,47,5,85,5,1
122832561,2837,5,4,85,3,1
122832582,3422,26,4,85,2,1
122822510,3423,47,5,85,4,1
122771850,3424,11,3,85,7,1
122782211,3425,54,3,85,3,1
122812080,81,40,4,86,3,1
122820002,1708,59,1,86,7,1
122820058,3426,18,3,86,7,1
122820059,3427,48,4,86,4,1
122820084,3428,27,4,86,4,1
122820141,3429,56,4,86,4,1
122820143,3430,12,3,86,2,1
122820243,3431,22,5,86,4,1
122820491,770,36,2,86,8,1
122820572,3114,61,3,86,8,1
122820641,3432,24,3,86,1,1
122820657,3433,6,3,86,2,1
122820715,2604,12,3,86,1,1
122820719,3434,42,2,86,1,1
122820734,3435,51,3,86,2,1
122820743,100,39,5,86,2,1
122820751,3436,11,3,86,7,1
122820753,3437,1,1,86,7,1
122820764,3438,18,3,86,2,1
122820832,3439,2,2,86,7,1
122820839,3440,51,3,86,2,1
122820842,3441,29,6,86,1,1
122820870,2098,14,4,86,1,1
122820878,203,9,4,86,2,1
122820914,1567,9,4,86,2,1
122820993,3442,14,4,86,8,1
122821155,3443,65,2,86,1,1
122821183,3444,36,2,86,7,1
122821203,3445,24,3,86,1,1
122821349,2766,33,2,86,3,1
122821382,1641,29,6,86,1,1
122821387,321,49,2,86,5,1
122821390,3446,47,5,86,3,1
122821396,3141,42,2,86,7,1
122821471,713,6,3,86,3,1
122821523,3447,10,2,86,3,1
122821590,3448,7,5,86,7,1
122821811,3449,42,2,86,1,1
122821828,276,27,4,86,1,1
122821839,452,53,5,86,1,1
122821992,3450,47,5,86,3,1
122822167,3451,11,3,86,1,1
122822193,3452,20,5,86,7,1
122822207,3453,61,3,86,1,1
122822290,3058,10,2,86,3,1
122822306,47,33,2,86,1,1
122822320,2109,52,5,86,4,1
122822405,3454,17,1,86,4,1
122822414,1078,10,2,86,4,1
122822444,1156,39,5,86,2,1
122810019,379,30,4,87,1,1
122810093,2095,37,5,87,10,1
122810204,2804,38,5,87,1,1
122810246,1344,27,4,87,3,1
122810247,1344,27,4,87,3,1
122810292,3455,48,4,87,2,1
122810297,3456,38,5,87,1,1
122810313,2994,9,4,87,2,1
122810334,3457,45,4,87,2,1
122810339,3458,37,5,87,3,1
122810368,2504,14,4,87,2,1
122810398,3459,36,2,87,2,1
122810465,3460,7,5,87,4,1
122810467,3461,51,3,87,2,1
122810482,1339,60,6,87,10,1
122810507,3462,51,3,87,1,1
122810515,3463,10,2,87,4,1
122810554,3464,27,4,87,2,1
122810589,988,27,4,87,3,1
122810698,3465,36,2,87,1,1
122810703,3466,55,2,87,1,1
122811027,40,1,1,87,3,1
122811032,3467,32,3,87,2,1
122811127,2208,5,4,87,2,1
122811135,3468,64,3,87,2,1
122811151,3469,20,5,87,2,1
122811170,3470,41,6,87,1,1
122811190,3471,38,5,87,7,1
122811242,1529,41,6,87,3,1
122811271,3472,10,2,87,1,1
122811289,3008,14,4,87,3,1
122811310,3473,2,2,87,1,1
122811313,41,29,6,87,3,1
122811328,3474,32,3,87,7,1
122811364,3475,35,1,87,2,1
122811415,164,25,4,87,3,1
122811535,2496,9,4,87,1,1
122811592,3476,25,4,87,2,1
122811695,97,42,2,87,1,1
122811706,3407,48,4,87,2,1
122811735,2004,14,4,87,2,1
122811782,54,29,6,87,3,1
122811816,3477,20,5,87,1,1
122811916,41,29,6,87,3,1
122811957,2880,42,2,87,7,1
122812017,3478,54,3,87,8,1
122812133,81,40,4,87,3,1
122812141,3479,3,3,87,3,1
122812195,2601,28,5,87,2,1
122812250,3480,49,2,87,2,1
122812266,3481,27,4,87,7,1
122812286,3482,64,3,87,5,1
122812390,3483,2,2,87,1,1
122812397,3484,24,3,87,4,1
122812407,3485,9,4,87,2,1
122812455,3486,42,2,87,4,1
122812468,1790,42,2,87,7,1
122812476,2287,9,4,87,3,1
122801978,3487,2,2,88,1,1
122802057,41,29,6,88,3,1
122802141,2686,39,5,88,2,1
122802172,1,1,1,88,3,1
122802242,3488,41,6,88,2,1
122802293,3489,9,4,88,3,1
122802308,1301,10,2,88,1,1
122802348,1053,59,1,88,1,1
122802431,97,42,2,88,4,1
122802450,1177,35,1,88,7,1
122802458,53,35,1,88,3,1
122802482,3490,8,6,88,7,1
122802510,156,52,5,88,1,1
122802519,245,47,5,88,5,1
122802525,3490,8,6,88,7,1
122802545,3222,37,5,88,1,1
122802553,418,9,4,88,2,1
122750762,3491,39,5,88,3,1
122801600,3492,54,3,88,2,1
122801603,1145,27,4,88,3,1
122801619,3493,10,2,88,1,1
122801625,1950,39,5,88,2,1
122801643,3494,62,2,88,7,1
122801678,3495,12,3,88,5,1
122801682,53,35,1,88,3,1
122801793,3496,58,2,88,5,1
122801821,3497,26,4,88,3,1
122801824,3498,44,2,88,1,1
122801894,3499,51,3,88,1,1
122801902,2975,43,4,88,2,1
122801914,3500,24,3,88,7,1
122801941,1514,17,1,88,1,1
122801958,1135,62,2,88,1,1
122792798,756,36,2,88,2,1
122800032,762,1,1,88,3,1
122800043,3501,39,5,88,3,1
122800098,3502,12,3,88,2,1
122800121,3503,28,5,88,10,1
122800162,3504,63,5,88,7,1
122800521,3505,27,4,88,3,1
122800553,3506,30,4,88,2,1
122800591,3507,45,4,88,1,1
122800772,3508,53,5,88,3,1
122800782,3509,33,2,88,3,1
122800789,852,5,4,88,3,1
122800829,3510,26,4,88,2,1
122800864,3511,10,2,88,2,1
122801036,3512,61,3,88,3,1
122801051,47,33,2,88,3,1
122801071,3513,42,2,88,7,1
122801187,2837,5,4,88,3,1
122801190,233,1,1,88,1,1
122801242,166,25,4,88,1,1
122801264,3514,5,4,88,2,1
122801283,2794,10,2,88,1,1
122801287,3515,19,1,88,2,1
122801307,3516,63,5,88,3,1
122801323,3517,35,1,88,1,1
122801371,717,48,4,88,3,1
122801380,41,29,6,88,3,1
122801418,3518,39,5,88,7,1
122801423,2089,45,4,88,1,1
122801427,3519,30,4,88,4,1
122801524,3520,7,5,88,7,1
122801534,3521,9,4,88,2,1
122801539,2305,11,3,88,1,1
122792908,3522,62,2,89,5,1
122792935,3523,1,1,89,1,1
122792967,1430,9,4,89,2,1
122792974,3524,34,2,89,1,1
122792978,278,11,3,89,2,1
122792995,3525,54,3,89,4,1
122793024,3526,3,3,89,2,1
122792808,3527,9,4,89,4,1
122792809,2637,33,2,89,5,1
122792836,3528,33,2,89,5,1
122790878,153,47,5,89,3,1
122790881,3529,38,5,89,1,1
122790882,3530,12,3,89,1,1
122790992,3531,13,6,89,7,1
122791033,2089,45,4,89,1,1
122791138,3532,30,4,89,3,1
122791143,3459,36,2,89,3,1
