number,locationid,BEATid,ZONEid,dateid,crimeid_x,count_crime_type
162960197,6363,48,4,196,2,1
162960415,4854,26,4,196,2,1
162960725,2448,30,4,196,1,1
162960841,6364,41,6,196,1,1
162960929,1652,12,3,196,3,1
162960974,6365,66,1,196,7,1
162960983,403,26,4,196,2,1
162961036,1325,21,6,196,7,1
162961077,6366,60,6,196,3,1
162961128,6367,1,1,196,3,1
162961264,672,26,4,196,2,1
162961296,6368,46,1,196,4,1
162961327,6369,52,5,196,7,1
162961382,6370,9,4,196,3,1
162961384,41,29,6,196,2,1
162961506,6371,42,2,196,7,1
162961528,121,33,2,196,2,1
162961537,3788,16,2,196,2,1
162961566,2941,59,1,196,2,1
162961593,6372,30,4,196,2,1
162961602,925,60,6,196,4,1
162961655,5538,45,4,196,2,1
162961741,870,37,5,196,1,1
162961762,6373,9,4,196,2,1
162961802,6374,18,3,196,2,1
162961852,1969,39,5,196,1,1
162961889,6375,48,4,196,2,1
162961969,4048,39,5,196,3,1
162962143,1452,26,4,196,3,1
162962226,1145,27,4,196,2,1
162962234,6376,27,4,196,3,1
162962418,6377,11,3,196,2,1
162962425,6191,43,4,196,2,1
162962479,4920,26,4,196,2,1
162962492,6378,6,3,196,3,1
162962510,6379,48,4,196,2,1
162962511,371,53,5,196,4,1
162962705,41,29,6,196,2,1
162962721,6380,6,3,196,2,1
162952680,6381,42,2,196,7,1
162692479,4148,26,4,196,2,1
162950912,1224,34,2,197,3,1
162950952,6382,69,6,197,3,1
162950977,1325,21,6,197,2,1
162951030,2389,40,4,197,2,1
162951105,6383,43,4,197,2,1
162951175,141,48,4,197,1,1
162951303,4628,7,5,197,3,1
162951360,6384,49,2,197,4,1
162951365,874,3,3,197,5,1
162951442,714,7,5,197,2,1
162951492,735,60,6,197,2,1
162951513,1425,29,6,197,2,1
162951540,5201,6,3,197,2,1
162951693,6385,1,1,197,3,1
162951873,5297,30,4,197,2,1
162951910,164,14,4,197,3,1
162951928,4852,6,3,197,2,1
162951939,6386,26,4,197,3,1
162952153,344,26,4,197,2,1
162952197,6387,6,3,197,2,1
162952390,4251,62,2,197,7,1
162952471,6388,19,1,197,7,1
162952500,6389,14,4,197,2,1
162952514,2975,43,4,197,5,1
162952582,183,48,4,197,2,1
162952583,1122,35,1,197,3,1
162952587,6390,30,4,197,3,1
162952667,6391,2,2,197,4,1
162952716,255,38,5,197,7,1
162952733,561,59,1,197,3,1
162952768,5435,36,2,197,7,1
162952792,3045,55,2,197,5,1
162952979,1319,14,4,197,2,1
162953051,6392,13,6,197,2,1
162953155,147,12,3,197,3,1
162953184,1053,59,1,197,7,1
162953275,6393,43,4,197,1,1
162953289,6394,3,3,197,2,1
162953310,6395,48,4,197,2,1
162953314,4675,41,6,197,2,1
162953502,5984,13,6,197,2,1
162950419,6396,26,4,197,4,1
162950476,1984,51,3,197,1,1
162950490,2035,10,2,197,5,1
162950772,6397,27,4,197,8,1
162950802,6177,39,5,197,1,1
162950809,6398,5,4,197,8,1
162950862,6399,43,4,197,1,1
162941647,4369,13,6,198,2,1
162941759,608,48,4,198,2,1
162941841,6400,52,5,198,7,1
162941922,2765,47,5,198,2,1
162941925,6330,43,4,198,3,1
162942077,6401,34,2,198,3,1
162942234,1486,53,5,198,8,1
162942303,831,52,5,198,3,1
162942544,102,9,4,198,2,1
162942554,6402,28,5,198,10,1
162942612,593,10,2,198,1,1
162942699,6403,52,5,198,7,1
162942752,1048,48,4,198,2,1
162942830,147,12,3,198,3,1
162942853,6404,16,2,198,7,1
162943040,41,29,6,198,3,1
162943054,6405,24,3,198,7,1
162943093,6406,6,3,198,2,1
162943140,6407,11,3,198,4,1
162943159,6408,19,1,198,5,1
162943199,6409,11,3,198,3,1
162943235,47,33,2,198,2,1
162943281,2139,58,2,198,10,1
162940039,6410,10,2,198,2,1
162940138,5559,29,6,198,2,1
162940152,3402,48,4,198,4,1
162940197,2274,45,4,198,2,1
162940228,6411,32,3,198,2,1
162940679,537,2,2,198,8,1
162940709,6412,5,4,198,1,1
162940753,6413,37,5,198,2,1
162940836,6414,18,3,198,7,1
162940880,660,49,2,198,3,1
162940922,6415,28,5,198,7,1
162940970,108,49,2,198,2,1
162941078,6416,44,2,198,3,1
162941112,78,8,6,198,2,1
162941175,6417,2,2,198,7,1
162941248,6418,9,4,198,2,1
162941282,6419,58,2,198,7,1
162941456,6420,1,1,198,1,1
162941496,6421,29,6,198,8,1
162941537,3695,37,5,198,3,1
162932960,6422,27,4,199,1,1
162932978,6423,6,3,199,2,1
162933081,6424,19,1,199,1,1
162933164,237,59,1,199,7,1
162933210,6425,47,5,199,7,1
162930231,3469,20,5,199,5,1
162930269,6426,60,6,199,2,1
162930336,6427,60,6,199,2,1
162930475,1969,39,5,199,3,1
162930705,6428,33,2,199,2,1
162930801,6429,40,4,199,4,1
162930865,6430,44,2,199,2,1
162931023,6431,2,2,199,4,1
162931076,6432,33,2,199,7,1
162931077,6433,28,5,199,7,1
162931143,6434,29,6,199,2,1
162931197,1339,60,6,199,3,1
162931237,6435,28,5,199,3,1
162931258,955,8,6,199,2,1
162931308,6436,63,5,199,5,1
162931359,1021,11,3,199,2,1
162931413,6437,45,4,199,7,1
162931432,6438,35,1,199,2,1
162931521,6439,14,4,199,3,1
162931561,727,34,2,199,7,1
162931570,6440,6,3,199,1,1
162931698,6352,27,4,199,3,1
162931727,5388,1,1,199,2,1
162931731,6441,49,2,199,2,1
162931739,453,30,4,199,3,1
162931780,1125,30,4,199,3,1
162931799,925,60,6,199,2,1
162931839,6442,36,2,199,7,1
162931856,6443,39,5,199,8,1
162931886,6061,58,2,199,2,1
162931896,481,39,5,199,3,1
162931906,5602,3,3,199,2,1
162931945,4055,61,3,199,1,1
162931960,749,13,6,199,1,1
162932346,41,29,6,199,11,1
162932476,6243,27,4,199,2,1
162932519,389,13,6,199,3,1
162932607,6444,11,3,199,4,1
162932623,4060,11,3,199,2,1
162932698,380,5,4,199,2,1
162932758,1606,6,3,199,2,1
162932775,1307,1,1,199,3,1
162932872,5271,44,2,199,3,1
162932902,6445,6,3,199,2,1
162932913,6446,6,3,199,3,1
162932941,431,28,5,199,2,1
162932947,4731,48,4,199,2,1
162920131,1350,45,4,200,2,1
162920324,6447,64,3,200,2,1
162920350,6448,33,2,200,5,1
162920358,5623,10,2,200,4,1
162920400,6449,6,3,200,8,1
162920503,6450,52,5,200,5,1
162920705,3206,55,2,200,3,1
162920712,4444,47,5,200,4,1
162920721,3739,48,4,200,2,1
162920850,5832,23,5,200,3,1
162920889,6063,15,5,200,5,1
162920946,6451,24,3,200,2,1
162920959,3194,6,3,200,1,1
162921274,6452,9,4,200,4,1
162921281,3223,64,3,200,1,1
162921297,6453,33,2,200,2,1
162921637,5670,25,4,200,3,1
162921654,53,35,1,200,3,1
162921672,1800,43,4,200,2,1
162921691,6454,3,3,200,3,1
162921820,6455,2,2,200,5,1
162921835,3166,27,4,200,3,1
162921875,6456,26,4,200,3,1
162921876,6457,3,3,200,1,1
162921882,6458,51,3,200,2,1
162921895,6459,45,4,200,2,1
162921907,6460,35,1,200,3,1
162921956,1950,39,5,200,2,1
162921962,3154,16,2,200,1,1
162922037,6461,52,5,200,7,1
162922079,6462,44,2,200,3,1
162922187,1668,3,3,200,2,1
162922231,6463,10,2,200,3,1
162922255,6464,55,2,200,7,1
162922272,6465,52,5,200,4,1
162922281,5573,29,6,200,2,1
162922282,6466,52,5,200,2,1
162922394,6295,27,4,200,2,1
162922594,4749,32,3,200,5,1
162922618,6467,42,2,200,3,1
162922642,6468,52,5,200,7,1
162922644,6469,8,6,200,3,1
162922701,6470,13,6,200,2,1
162922799,6471,63,5,200,7,1
162922838,3695,37,5,200,3,1
162922877,4760,47,5,200,1,1
162923049,6293,51,3,200,3,1
162923146,6472,24,3,200,2,1
162923186,6473,19,1,200,3,1
162923227,6474,64,3,200,2,1
162923298,5577,1,1,200,5,1
162923323,6475,12,3,200,3,1
162931648,1111,3,3,201,2,1
162902516,453,30,4,201,2,1
162910032,443,6,3,201,2,1
162910119,5367,60,6,201,4,1
162910209,6477,11,3,201,3,1
162910331,3054,8,6,201,7,1
162910575,6478,60,6,201,8,1
162910748,4642,54,3,201,2,1
162910829,6388,19,1,201,7,1
162910845,6479,18,3,201,2,1
162910909,803,5,4,201,2,1
162910970,3695,37,5,201,3,1
162910977,6480,48,4,201,2,1
162910983,6481,6,3,201,2,1
162911015,4677,36,2,201,7,1
162911022,370,9,4,201,3,1
162911045,4774,37,5,201,2,1
162911089,6482,1,1,201,2,1
162911398,6483,52,5,201,7,1
162911401,41,29,6,201,3,1
162911402,6484,6,3,201,3,1
162911450,6485,44,2,201,1,1
162911481,39,25,4,201,3,1
162911544,6486,66,1,201,7,1
162911560,4032,9,4,201,3,1
162911584,78,8,6,201,3,1
162911592,6487,28,5,201,1,1
162911697,47,33,2,201,2,1
162911710,224,58,2,201,7,1
162911720,6488,23,5,201,3,1
162911768,2675,47,5,201,1,1
162911935,6489,19,1,201,7,1
162911947,125,25,4,201,2,1
162912015,2795,15,5,201,2,1
162912283,47,33,2,201,7,1
162912302,6490,37,5,201,2,1
162912403,5158,6,3,201,3,1
162912439,3314,2,2,201,3,1
162912440,6491,2,2,201,5,1
162912445,6095,43,4,201,2,1
162912448,6492,22,5,201,7,1
162912478,6493,48,4,201,2,1
162912532,3210,47,5,201,3,1
162912671,6494,13,6,201,1,1
162912727,5623,10,2,201,4,1
162912741,5562,17,1,201,5,1
162912749,4918,41,6,201,1,1
162912785,3590,41,6,201,2,1
162912792,2400,55,2,201,8,1
162912882,6495,6,3,201,2,1
162912900,6496,14,4,201,2,1
162912913,6497,52,5,201,7,1
162912954,4100,37,5,201,2,1
162912973,3856,3,3,201,3,1
162900224,6498,39,5,202,2,1
162900284,6499,6,3,202,2,1
162900288,6286,8,6,202,1,1
162900310,6500,42,2,202,3,1
162900458,6501,48,4,202,5,1
162900468,4809,6,3,202,11,1
162900472,6502,2,2,202,4,1
162900525,6503,59,1,202,8,1
162900547,6504,44,2,202,5,1
162900568,2458,30,4,202,2,1
162900573,6505,14,4,202,2,1
162900575,110,47,5,202,1,1
162900652,5604,30,4,202,5,1
162900760,6506,39,5,202,6,1
162900886,1307,1,1,202,2,1
162900939,6507,26,4,202,2,1
162901000,1245,36,2,202,2,1
162901029,6506,39,5,202,3,1
162901071,4652,37,5,202,7,1
162901136,6508,32,3,202,2,1
162901281,6509,15,5,202,2,1
162901326,1105,15,5,202,2,1
162901349,6510,16,2,202,7,1
162901383,6511,51,3,202,2,1
162901558,6512,48,4,202,5,1
162901672,2722,30,4,202,3,1
162901745,6177,39,5,202,4,1
162901818,3631,27,4,202,2,1
162901900,776,60,6,202,3,1
162901968,6286,8,6,202,2,1
162901989,6513,1,1,202,3,1
162902012,3054,8,6,202,1,1
162902024,2546,44,2,202,3,1
162902086,925,60,6,202,2,1
162902229,6514,42,2,202,7,1
162902234,6515,51,3,202,1,1
162902236,850,51,3,202,2,1
162902300,6516,8,6,202,2,1
162902309,3025,27,4,202,3,1
162902327,4127,32,3,202,3,1
162902335,6517,36,2,202,4,1
162902374,736,14,4,202,2,1
162902385,6216,15,5,202,1,1
162902424,6518,3,3,202,2,1
162892661,6519,36,2,202,1,1
162892672,5887,17,1,203,2,1
162892683,6363,48,4,203,2,1
162892685,6520,6,3,203,3,1
162892690,139,25,4,203,4,1
162892709,6521,54,3,203,4,1
162892736,672,26,4,203,2,1
162892754,6522,60,6,203,1,1
162892763,6523,6,3,203,2,1
162892778,4153,27,4,203,2,1
162892822,6524,6,3,203,5,1
162892863,6525,40,4,203,2,1
162883393,6526,26,4,203,2,1
162890147,1933,47,5,203,5,1
162890265,1843,10,2,203,5,1
162890337,6527,29,6,203,2,1
162890482,735,60,6,203,2,1
162890484,6528,3,3,203,4,1
162890502,6529,18,3,203,2,1
162890533,6530,3,3,203,4,1
162890554,1667,3,3,203,4,1
162890556,6531,27,4,203,2,1
162890763,6532,35,1,203,7,1
162890803,6533,60,6,203,3,1
162890825,6534,5,4,203,2,1
162890872,6535,5,4,203,7,1
162890955,4538,5,4,203,3,1
162891107,1301,16,2,203,5,1
162891206,5304,59,1,203,3,1
162891296,6536,18,3,203,2,1
162891326,252,45,4,203,2,1
162891407,6537,38,5,203,3,1
162891473,803,5,4,203,2,1
162891480,5995,34,2,203,5,1
162891486,318,6,3,203,3,1
162891496,6538,29,6,203,1,1
162891620,5297,30,4,203,1,1
162891628,6539,42,2,203,7,1
162891699,6540,43,4,203,2,1
162891702,6541,1,1,203,3,1
162891795,961,5,4,203,2,1
162891887,6542,54,3,203,1,1
162891892,6543,47,5,203,2,1
162891930,4691,48,4,203,5,1
162892097,3058,10,2,203,2,1
162892254,199,5,4,203,2,1
162892274,3087,53,5,203,3,1
162892529,3485,9,4,203,2,1
162892541,4600,22,5,203,1,1
162892599,6544,10,2,203,2,1
162892637,6545,37,5,203,7,1
162892638,1850,37,5,203,7,1
162872784,6546,44,2,204,3,1
162873060,6547,9,4,204,2,1
162880039,459,25,4,204,4,1
162880084,6548,6,3,204,2,1
162880231,4163,6,3,204,2,1
162880283,4925,48,4,204,2,1
162880328,2316,47,5,204,2,1
162880346,6549,16,2,204,5,1
162880630,506,9,4,204,2,1
162880701,18,15,5,204,7,1
162880746,4219,28,5,204,2,1
162880837,6550,33,2,204,1,1
162881397,6551,16,2,204,7,1
162881401,6552,60,6,204,3,1
162881472,6553,66,1,204,7,1
162881784,6554,19,1,204,2,1
162881841,6555,16,2,204,8,1
162881847,6556,29,6,204,2,1
162881865,6557,26,4,204,2,1
162881903,6558,26,4,204,1,1
162881951,1652,12,3,204,3,1
162881992,6559,6,3,204,3,1
162882240,1610,5,4,204,3,1
162882357,1018,60,6,204,2,1
162882393,6560,19,1,204,2,1
162882462,94,7,5,204,5,1
162882540,869,43,4,204,2,1
162882593,1125,30,4,204,3,1
162883032,1652,12,3,204,3,1
162883147,909,48,4,204,7,1
162883156,6561,28,5,204,2,1
162883179,6562,7,5,204,2,1
162883390,2252,9,4,204,2,1
162883404,1765,45,4,204,2,1
162873108,3330,9,4,205,11,1
162873125,5591,6,3,205,2,1
162873195,6563,14,4,205,2,1
162873196,4127,32,3,205,2,1
162872822,6564,63,5,205,2,1
162872886,6565,6,3,205,2,1
162872898,6566,37,5,205,5,1
162872952,6567,51,3,205,2,1
162872992,6568,27,4,205,2,1
162873033,6569,63,5,205,7,1
162873059,41,29,6,205,3,1
162872160,3077,27,4,205,2,1
162872179,6570,22,5,205,7,1
162872189,41,29,6,205,3,1
162872202,48,4,1,205,3,1
162872276,3736,19,1,205,2,1
162872300,2511,2,2,205,2,1
162872577,6571,46,1,205,2,1
162872607,6572,27,4,205,2,1
162872750,6573,38,5,205,2,1
162872753,3206,55,2,205,11,1
162872783,6574,58,2,205,5,1
162870225,3199,30,4,205,3,1
162870295,2075,3,3,205,3,1
162870921,6575,40,4,205,3,1
162870937,6576,6,3,205,2,1
162870949,6577,55,2,205,5,1
162871081,4562,16,2,205,3,1
162871140,6578,15,5,205,3,1
162871165,5552,48,4,205,3,1
162871272,6579,43,4,205,2,1
162871359,6580,40,4,205,3,1
162871485,6581,28,5,205,7,1
162871583,6582,66,1,205,1,1
162871620,1048,48,4,205,2,1
162871628,1765,45,4,205,3,1
162871660,6583,17,1,205,7,1
162871783,6584,9,4,205,3,1
162871810,5469,30,4,205,1,1
162871829,2426,37,5,205,1,1
162871857,231,29,6,205,2,1
162871892,6585,43,4,205,2,1
162871897,2247,13,6,205,2,1
162871959,6586,19,1,205,3,1
162871985,6587,7,5,205,1,1
162863178,6588,46,1,205,7,1
162863182,6589,15,5,206,1,1
162863207,4888,45,4,206,2,1
162863272,1969,39,5,206,2,1
162853003,6590,46,1,206,8,1
162860123,6591,6,3,206,2,1
162860336,6592,17,1,206,1,1
162860337,6593,16,2,206,4,1
162860499,2908,34,2,206,3,1
162860626,156,52,5,206,4,1
162860740,6594,55,2,206,1,1
162860797,5405,1,1,206,2,1
162860864,5505,16,2,206,1,1
162860896,156,52,5,206,2,1
162861008,3767,24,3,206,2,1
162861287,6595,52,5,206,7,1
162861322,3981,27,4,206,2,1
162861388,531,48,4,206,1,1
162861606,6352,27,4,206,2,1
162861640,3021,61,3,206,4,1
162861794,1012,60,6,206,2,1
162861819,3695,37,5,206,3,1
162861856,6596,61,3,206,2,1
162861871,1125,30,4,206,3,1
162861877,314,30,4,206,2,1
162861918,5271,44,2,206,4,1
162861926,318,6,3,206,2,1
162861931,6597,41,6,206,7,1
162861964,6598,62,2,206,7,1
162861990,6314,48,4,206,4,1
162862030,6599,68,6,206,2,1
162862099,3291,26,4,206,2,1
162862114,6600,69,6,206,1,1
162862167,6352,27,4,206,3,1
162862214,6601,14,4,206,3,1
162862282,2134,8,6,206,3,1
162862376,1307,1,1,206,1,1
162862378,6602,7,5,206,7,1
162862451,6603,64,3,206,3,1
162862457,333,15,5,206,10,1
162862501,5096,19,1,206,7,1
162862594,1598,14,4,206,2,1
162862659,1997,48,4,206,2,1
162862670,1346,6,3,206,2,1
162862689,6604,44,2,206,5,1
162862770,3154,16,2,206,1,1
162862783,183,48,4,206,3,1
162862830,620,59,1,206,3,1
162862862,6605,17,1,206,4,1
162863158,3208,36,2,206,4,1
162853008,6606,8,6,207,1,1
162853020,2662,51,3,207,1,1
162853046,451,55,2,207,1,1
162853051,5559,29,6,207,1,1
162853106,6607,64,3,207,2,1
162812259,6608,19,1,207,3,1
162850012,2794,10,2,207,5,1
162850018,5327,64,3,207,11,1
162850041,4886,59,1,207,1,1
162850318,4667,60,6,207,3,1
162850507,321,49,2,207,1,1
162850827,6609,68,6,207,7,1
162850831,108,49,2,207,2,1
162850842,6610,21,6,207,2,1
162850849,6611,29,6,207,3,1
162850923,6612,11,3,207,1,1
162850929,6459,45,4,207,1,1
162851098,1307,1,1,207,1,1
162851167,2134,8,6,207,3,1
162851397,4404,29,6,207,2,1
162851522,3695,37,5,207,3,1
162851594,1627,25,4,207,8,1
162851630,5781,9,4,207,2,1
162851638,3319,8,6,207,2,1
162851645,6613,6,3,207,1,1
162851657,1610,5,4,207,3,1
162851675,6614,9,4,207,2,1
162851726,6615,43,4,207,2,1
162851728,6616,45,4,207,2,1
162851774,6617,42,2,207,2,1
162851810,6618,36,2,207,1,1
162851952,147,1,1,207,2,1
162851968,2539,57,1,207,7,1
162851975,1061,17,1,207,4,1
162852063,41,29,6,207,3,1
162852284,1962,14,4,207,2,1
162852388,4208,1,1,207,2,1
162852519,6619,42,2,207,7,1
162852663,6345,71,6,207,1,1
162852740,6620,13,6,207,4,1
162852799,6621,44,2,207,7,1
162852820,6622,42,2,207,7,1
162852829,6623,46,1,207,3,1
162852870,6624,26,4,207,2,1
162852886,6625,39,5,207,1,1
162852911,6626,38,5,207,4,1
162852944,4725,27,4,207,2,1
162852948,465,47,5,207,2,1
162852983,6016,62,2,207,5,1
162852989,6627,54,3,207,2,1
162481413,2837,17,1,208,7,1
162840029,2960,3,3,208,2,1
162840176,6628,6,3,208,7,1
162840180,6629,3,3,208,2,1
162840206,4526,47,5,208,4,1
162840225,1884,28,5,208,2,1
162840268,1135,62,2,208,3,1
162840278,4028,2,2,208,8,1
162840443,5559,29,6,208,2,1
162840466,6630,52,5,208,8,1
162840551,102,9,4,208,2,1
162840572,672,26,4,208,8,1
162840576,6398,5,4,208,8,1
162840648,4570,6,3,208,2,1
162840772,6212,3,3,208,2,1
162840841,6631,45,4,208,8,1
162840852,3300,27,4,208,3,1
162840933,6606,8,6,208,2,1
162840937,6632,52,5,208,3,1
162840947,6633,24,3,208,7,1
162840997,2999,45,4,208,2,1
162841120,1729,32,3,208,2,1
162841187,5832,23,5,208,5,1
162841209,6115,47,5,208,4,1
162841254,6601,14,4,208,1,1
162841272,6634,19,1,208,1,1
162841357,1568,53,5,208,7,1
162841360,6635,4,1,208,3,1
162841385,3695,37,5,208,3,1
162841399,4409,57,1,208,1,1
162841419,6636,61,3,208,2,1
162841478,8,22,5,208,2,1
162841531,437,3,3,208,3,1
162841532,3126,27,4,208,3,1
162841546,6637,43,4,208,3,1
162841714,714,7,5,208,3,1
162841776,3535,36,2,208,5,1
162841864,1121,12,3,208,3,1
162841871,6638,51,3,208,3,1
162841893,6639,36,2,208,2,1
162841930,3726,9,4,208,3,1
162842047,6640,32,3,208,2,1
162842095,6641,35,1,208,8,1
162842131,4918,41,6,208,2,1
162842145,5297,30,4,208,3,1
162842173,949,27,4,208,3,1
162842234,6383,43,4,208,2,1
162842315,1339,60,6,208,3,1
162842473,6642,10,2,208,4,1
162842551,6643,42,2,208,4,1
162842567,6644,34,2,208,4,1
162842591,4420,30,4,208,2,1
162842594,6645,51,3,208,2,1
162842658,465,47,5,208,1,1
162842701,1220,37,5,208,7,1
162842720,4741,3,3,208,3,1
162832046,6646,2,2,208,1,1
162801850,6647,52,5,208,3,1
162832052,6648,30,4,209,5,1
162832057,6649,3,3,209,2,1
162832075,6650,2,2,209,7,1
162832112,5804,37,5,209,5,1
162832157,1023,26,4,209,1,1
162832175,41,29,6,209,3,1
162832268,6651,30,4,209,4,1
162832347,452,53,5,209,3,1
162830071,1819,6,3,209,2,1
162830143,6652,3,3,209,1,1
162830159,1333,39,5,209,4,1
162830170,6653,12,3,209,8,1
162830216,89,43,4,209,7,1
162830261,6654,10,2,209,7,1
162832436,6655,3,3,209,2,1
162822709,6225,3,3,209,2,1
162830412,6656,30,4,209,2,1
162830471,4920,26,4,209,2,1
162830478,4920,26,4,209,1,1
162830503,2321,10,2,209,7,1
162830744,1969,39,5,209,2,1
162830916,1263,30,4,209,2,1
162830934,233,1,1,209,2,1
162831008,747,9,4,209,2,1
162831136,6657,16,2,209,8,1
162831157,6286,8,6,209,2,1
162831233,6658,27,4,209,1,1
162831288,6659,6,3,209,2,1
162831317,6660,3,3,209,2,1
162831370,5623,10,2,209,2,1
162831371,581,13,6,209,2,1
162831408,6661,26,4,209,2,1
162831432,6662,49,2,209,3,1
162831594,3695,37,5,209,3,1
162831597,6663,27,4,209,2,1
162831696,6664,3,3,209,2,1
162831700,6665,12,3,209,10,1
162831806,6613,6,3,209,2,1
162831817,1746,25,4,209,2,1
162831830,3265,43,4,209,2,1
162831894,1267,5,4,209,2,1
162831904,1023,26,4,209,2,1
162831970,6666,44,2,209,3,1
162832006,6667,64,3,209,7,1
162832026,6668,24,3,209,2,1
162832044,6669,64,3,209,2,1
162822936,5180,11,3,210,2,1
162822648,204,17,1,210,7,1
162822684,6670,48,4,210,1,1
162822686,6596,61,3,210,7,1
162813241,4714,61,3,210,2,1
162820002,6671,25,4,210,4,1
162820004,6672,32,3,210,2,1
162820015,771,15,5,210,5,1
162820024,1984,51,3,210,3,1
162820048,6673,1,1,210,1,1
162820059,41,29,6,210,3,1
162820129,2411,14,4,210,2,1
162820405,6674,60,6,210,2,1
162820566,2773,50,3,210,3,1
162820721,6675,44,2,210,1,1
162820827,4888,45,4,210,1,1
162820919,6606,8,6,210,10,1
162820938,6459,45,4,210,2,1
162820947,6676,29,6,210,2,1
162821064,6677,50,3,210,3,1
162821068,688,33,2,210,2,1
162821126,1135,62,2,210,2,1
162821227,6678,27,4,210,2,1
162821231,6679,42,2,210,2,1
162821325,6680,1,1,210,2,1
162821331,6681,61,3,210,2,1
162821336,6682,51,3,210,3,1
162821372,6683,45,4,210,3,1
162821462,6684,11,3,210,1,1
162821497,6685,2,2,210,2,1
162821562,6686,6,3,210,2,1
162821582,6291,6,3,210,2,1
162821625,6499,6,3,210,2,1
162821637,6687,2,2,210,2,1
162821641,5445,25,4,210,3,1
162821669,142,6,3,210,3,1
162821754,6688,66,1,210,7,1
162821755,1652,12,3,210,3,1
162821844,2090,1,1,210,2,1
162821881,6689,60,6,210,3,1
162821907,6690,1,1,210,2,1
162822062,6691,52,5,210,2,1
162822063,6692,2,2,210,4,1
162822188,1878,3,3,210,4,1
162822216,164,14,4,210,3,1
162822254,6693,64,3,210,2,1
162822288,191,48,4,210,2,1
162822350,1652,12,3,210,3,1
162822369,446,30,4,210,3,1
162822442,6694,43,4,210,2,1
162822527,6695,45,4,210,4,1
162822602,6696,30,4,210,2,1
162822606,1111,3,3,210,2,1
162811760,6697,64,3,210,3,1
162810476,6698,8,6,211,4,1
162810827,6699,56,4,211,2,1
162811008,6700,11,3,211,2,1
162811042,6701,12,3,211,7,1
162811056,147,12,3,211,3,1
162811098,6702,19,1,211,2,1
162811376,6657,16,2,211,2,1
162811389,6703,17,1,211,3,1
162811405,2773,50,3,211,2,1
162811549,4850,32,3,211,2,1
162811567,2637,33,2,211,2,1
162811598,6704,42,2,211,2,1
162811624,4731,48,4,211,2,1
162811628,6705,14,4,211,2,1
162811656,6706,19,1,211,2,1
162811685,6707,36,2,211,1,1
162811821,6708,44,2,211,7,1
162811852,6709,2,2,211,2,1
162811868,722,37,5,211,3,1
162811922,6710,13,6,211,2,1
162811961,6711,63,5,211,5,1
162812122,6712,48,4,211,3,1
162812194,1652,12,3,211,3,1
162812384,4369,13,6,211,2,1
162812535,1424,48,4,211,2,1
162812541,803,5,4,211,2,1
162812612,6713,7,5,211,5,1
162812694,195,58,2,211,1,1
162812773,6214,24,3,211,1,1
162812784,1652,12,3,211,3,1
162812846,2134,8,6,211,3,1
162812858,6714,36,2,211,5,1
162812867,852,5,4,211,3,1
162812912,6715,32,3,211,2,1
162812987,41,29,6,211,1,1
162813143,1119,13,6,211,2,1
162801885,6716,48,4,212,4,1
162801893,3344,43,4,212,3,1
162802179,6717,16,2,212,3,1
162802252,183,48,4,212,3,1
162802286,41,29,6,212,3,1
162802304,5170,2,2,212,7,1
162802519,6718,16,2,212,3,1
162802583,465,47,5,212,2,1
162802602,6719,51,3,212,2,1
162802663,6720,18,3,212,7,1
162802725,3849,54,3,212,1,1
162802807,10,9,4,212,3,1
162802812,6721,32,3,212,2,1
162802836,215,9,4,212,4,1
162802940,6722,42,2,212,5,1
162802987,6723,25,4,212,2,1
162803028,1613,32,3,212,5,1
162803060,6724,24,3,212,2,1
162803100,4163,6,3,212,2,1
162803123,6725,62,2,212,4,1
162800002,4569,26,4,212,2,1
162800078,1538,5,4,212,2,1
162800088,6726,24,3,212,2,1
162800139,6727,13,6,212,2,1
162800153,6728,62,2,212,1,1
162800342,6729,19,1,212,1,1
162800411,6730,51,3,212,2,1
162800633,6731,6,3,212,2,1
162800757,6732,51,3,212,1,1
162800763,4675,41,6,212,2,1
162800771,266,29,6,212,2,1
162800847,721,61,3,212,3,1
162800930,6733,17,1,212,3,1
162800944,452,53,5,212,1,1
162800951,1608,2,2,212,3,1
162801082,6734,51,3,212,2,1
162801098,6735,29,6,212,2,1
162801280,6736,16,2,212,1,1
162801358,6737,63,5,212,6,1
162801376,6738,16,2,212,2,1
162801384,6739,63,5,212,5,1
162801387,6740,16,2,212,11,1
162801413,4939,60,6,212,2,1
162801421,298,52,5,212,1,1
162801428,6741,29,6,212,2,1
162801508,65,9,4,212,2,1
162801510,156,52,5,212,5,1
162801512,3403,14,4,212,3,1
162801538,78,8,6,212,3,1
162801545,3817,49,2,212,7,1
162801633,2681,8,6,212,1,1
162801673,5295,5,4,212,5,1
162801705,53,35,1,212,3,1
162801711,6742,6,3,212,2,1
162801792,6372,30,4,212,2,1
162801797,2459,18,3,212,3,1
162801848,1,1,1,212,3,1
162793090,6743,1,1,212,2,1
162793003,5460,61,3,212,7,1
162793022,6744,15,5,213,4,1
162793031,6745,27,4,213,2,1
162793054,2247,13,6,213,2,1
162793080,6746,48,4,213,4,1
162793093,674,9,4,213,3,1
162793153,2741,49,2,213,8,1
162793214,6747,3,3,213,2,1
162790025,6748,39,5,213,5,1
162790059,3712,1,1,213,3,1
162790315,7,6,3,213,8,1
162790327,4028,2,2,213,8,1
